dataset,track,config,gt_kind,gt_boundary,n,r_t0,r_tfinal,via,via_fired,leading_nan_len,total_nan,n_phases_order,phases_order,replica_consistent,has_incipient,boundary_idx,boundary_frac,boundary_hours,rel_at_boundary,rel_mean_first10pct,rel_argmax_idx,tau0.05_idx,tau0.05_frac,tau0.05_hours,tau0.05_minus_current,tau0.10_idx,tau0.10_frac,tau0.10_hours,tau0.10_minus_current,tau0.15_idx,tau0.15_frac,tau0.15_hours,tau0.15_minus_current,tau0.20_idx,tau0.20_frac,tau0.20_hours,tau0.20_minus_current,tau0.30_idx,tau0.30_frac,tau0.30_hours,tau0.30_minus_current,phase_seq,boundary_err,tau0.05_err,tau0.10_err,tau0.15_err,tau0.20_err,tau0.30_err
real,20150561,author,,,146,0.07279288949084889,0.06964933560569835,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,5,0.03424657534246575,5.0,0.671383554929227,0.6851783703520056,55,0,0.0,0.0,-5.0,1,0.00684931506849315,1.0,-4.0,2,0.0136986301369863,2.0,-3.0,2,0.0136986301369863,2.0,-3.0,3,0.02054794520547945,3.0,-2.0,incipient > intensification > mature > decay > residual,,,,,,
real,20150561,defaults,,,146,0.8509510871712981,0.39718289420384967,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,7,0.04794520547945205,7.0,0.9394814367506151,0.9289747891088737,16,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,incipient > intensification > mature > decay,,,,,,
real,20150646,author,,,130,0.029456257374245412,0.05461080121943047,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,7,0.05384615384615385,7.0,0.4483432482774259,0.392329927956645,105,1,0.007692307692307693,1.0,-6.0,2,0.015384615384615385,2.0,-5.0,3,0.023076923076923078,3.0,-4.0,4,0.03076923076923077,4.0,-3.0,5,0.038461538461538464,5.0,-2.0,incipient > intensification > mature > decay,,,,,,
real,20150646,defaults,,,130,0.5248280882217558,0.9324352128164783,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,2,0.015384615384615385,2.0,0.5264507460666856,0.518581433891701,119,0,0.0,0.0,-2.0,0,0.0,0.0,-2.0,0,0.0,0.0,-2.0,0,0.0,0.0,-2.0,0,0.0,0.0,-2.0,incipient > intensification > mature > decay,,,,,,
real,20150656,author,,,160,0.04593304079217523,0.09543352166575741,iii_caseB_startsIt,True,0,0,6,intensification > mature > decay > intensification > mature > decay,True,True,9,0.05625,9.0,0.5922671206223,0.49187860422086355,20,1,0.00625,1.0,-8.0,2,0.0125,2.0,-7.0,2,0.0125,2.0,-7.0,3,0.01875,3.0,-6.0,4,0.025,4.0,-5.0,incipient > intensification > mature > decay,,,,,,
real,20150656,defaults,,,160,0.9340909351591148,0.029602204469205456,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,6,0.0375,6.0,0.9764270717901055,0.9776221951410352,13,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,incipient > intensification > mature > decay > residual,,,,,,
real,20150746,author,,,71,0.09113528419993115,0.018648707338715778,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,4,0.056338028169014086,4.0,0.6628037800503033,0.49629273308499194,9,0,0.0,0.0,-4.0,1,0.014084507042253521,1.0,-3.0,1,0.014084507042253521,1.0,-3.0,2,0.028169014084507043,2.0,-2.0,2,0.028169014084507043,2.0,-2.0,incipient > intensification > mature > decay,,,,,,
real,20150746,defaults,,,71,0.7005174234362688,0.10303181799299012,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,6,0.08450704225352113,6.0,0.8820681074575579,0.7896542530326772,13,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,incipient > intensification > mature > decay,,,,,,
real,20160030,author,,,153,0.015474384888570147,0.045710471325901114,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,9,0.058823529411764705,9.0,0.15403927349958238,0.15092307423911766,37,2,0.013071895424836602,2.0,-7.0,5,0.032679738562091505,5.0,-4.0,9,0.058823529411764705,9.0,0.0,11,0.0718954248366013,11.0,2.0,13,0.08496732026143791,13.0,4.0,incipient > intensification > mature > decay > residual,,,,,,
real,20160030,defaults,,,153,0.6807467903764584,0.11571467347369195,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,11,0.0718954248366013,11.0,0.8523182365066404,0.7883962881441536,26,0,0.0,0.0,-11.0,0,0.0,0.0,-11.0,0,0.0,0.0,-11.0,0,0.0,0.0,-11.0,0,0.0,0.0,-11.0,incipient > intensification > mature > decay,,,,,,
real,20160587,author,,,79,0.06000371175221112,0.10394285692745077,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,4,0.05063291139240506,4.0,0.44427401481252243,0.33397348055916576,44,0,0.0,0.0,-4.0,1,0.012658227848101266,1.0,-3.0,2,0.02531645569620253,2.0,-2.0,2,0.02531645569620253,2.0,-2.0,3,0.0379746835443038,3.0,-1.0,incipient > intensification > mature > decay,,,,,,
real,20160587,defaults,,,79,0.24423430801213142,0.2544606846933887,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,16,0.20253164556962025,16.0,0.4973768242899898,0.2750045294835862,39,0,0.0,0.0,-16.0,0,0.0,0.0,-16.0,0,0.0,0.0,-16.0,0,0.0,0.0,-16.0,6,0.0759493670886076,6.0,-10.0,incipient > intensification > mature > decay,,,,,,
real,20160735,author,,,259,0.11359006518009339,0.0979006594068778,iii_caseB_startsIt,True,0,0,9,intensification > mature > decay > intensification > mature > decay > intensification > mature > decay,True,True,3,0.011583011583011582,3.0,0.5880330604556415,0.4177645273548551,189,0,0.0,0.0,-3.0,0,0.0,0.0,-3.0,1,0.003861003861003861,1.0,-2.0,1,0.003861003861003861,1.0,-2.0,2,0.007722007722007722,2.0,-1.0,incipient > intensification > mature > decay,,,,,,
real,20160735,defaults,,,259,0.5098112935568012,0.027654015201993645,iii_caseB_startsIt,True,0,0,6,intensification > mature > decay > intensification > mature > decay,True,True,12,0.04633204633204633,12.0,0.6099899659839815,0.60986925553418,200,0,0.0,0.0,-12.0,0,0.0,0.0,-12.0,0,0.0,0.0,-12.0,0,0.0,0.0,-12.0,0,0.0,0.0,-12.0,incipient > intensification > mature > decay > residual,,,,,,
real,20170154,author,,,124,0.06270002748201844,0.10863822426875633,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,9,0.07258064516129033,9.0,0.725332694428822,0.4980421679832019,22,0,0.0,0.0,-9.0,1,0.008064516129032258,1.0,-8.0,2,0.016129032258064516,2.0,-7.0,2,0.016129032258064516,2.0,-7.0,3,0.024193548387096774,3.0,-6.0,incipient > intensification > mature > decay > residual,,,,,,
real,20170154,defaults,,,124,0.6750309324550227,0.27416196415901617,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,10,0.08064516129032258,10.0,0.8524607077066104,0.7705820724220557,23,0,0.0,0.0,-10.0,0,0.0,0.0,-10.0,0,0.0,0.0,-10.0,0,0.0,0.0,-10.0,0,0.0,0.0,-10.0,incipient > intensification > mature > decay,,,,,,
real,20170225,author,,,31,0.09058933673013841,0.04509865402535127,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,6,0.1935483870967742,6.0,0.5997499888744088,0.1983442471681557,14,0,0.0,0.0,-6.0,1,0.03225806451612903,1.0,-5.0,1,0.03225806451612903,1.0,-5.0,2,0.06451612903225806,2.0,-4.0,2,0.06451612903225806,2.0,-4.0,incipient > intensification > mature > decay,,,,,,
real,20170225,defaults,,,31,0.225448589279888,0.08873646264663522,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,6,0.1935483870967742,6.0,0.6360098977922065,0.2689345398169729,13,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,2,0.06451612903225806,2.0,-4.0,incipient > intensification > mature > decay,,,,,,
real,20170342,author,,,146,0.10507763871353747,0.07476386314229977,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,4,0.0273972602739726,4.0,0.7248251540118268,0.6937710532587363,93,0,0.0,0.0,-4.0,0,0.0,0.0,-4.0,1,0.00684931506849315,1.0,-3.0,1,0.00684931506849315,1.0,-3.0,2,0.0136986301369863,2.0,-2.0,incipient > intensification > mature > decay > residual,,,,,,
real,20170342,defaults,,,146,0.7610990307997287,0.09876523527245729,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,10,0.0684931506849315,10.0,0.894351703484601,0.8467114583064733,23,0,0.0,0.0,-10.0,0,0.0,0.0,-10.0,0,0.0,0.0,-10.0,0,0.0,0.0,-10.0,0,0.0,0.0,-10.0,incipient > intensification > mature > decay > residual,,,,,,
real,20170409,author,,,169,0.028531174313657277,0.04539795290671838,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,7,0.04142011834319527,7.0,0.35266516118091457,0.320609311373485,56,1,0.005917159763313609,1.0,-6.0,2,0.011834319526627219,2.0,-5.0,3,0.01775147928994083,3.0,-4.0,4,0.023668639053254437,4.0,-3.0,6,0.03550295857988166,6.0,-1.0,incipient > intensification > mature > decay > residual,,,,,,
real,20170409,defaults,,,169,0.5420048897516826,0.3194330446072782,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,15,0.08875739644970414,15.0,0.7716049830987812,0.650629896614397,36,0,0.0,0.0,-15.0,0,0.0,0.0,-15.0,0,0.0,0.0,-15.0,0,0.0,0.0,-15.0,0,0.0,0.0,-15.0,incipient > intensification > mature > decay,,,,,,
real,20170520,author,,,58,0.11420050930701324,0.06012494721031262,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,3,0.05172413793103448,3.0,0.6165153635467575,0.4300386422184843,23,0,0.0,0.0,-3.0,0,0.0,0.0,-3.0,1,0.017241379310344827,1.0,-2.0,1,0.017241379310344827,1.0,-2.0,2,0.034482758620689655,2.0,-1.0,incipient > intensification > mature > decay,,,,,,
real,20170520,defaults,,,58,0.37525239496726404,0.3017396450917267,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,7,0.1206896551724138,7.0,0.6658713146904639,0.4428202702931256,17,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,incipient > intensification > mature > decay,,,,,,
real,20170587,author,,,68,0.11693088189038556,0.07264920013998889,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,3,0.04411764705882353,3.0,0.5799531627252646,0.4516143285714638,56,0,0.0,0.0,-3.0,0,0.0,0.0,-3.0,1,0.014705882352941176,1.0,-2.0,1,0.014705882352941176,1.0,-2.0,2,0.029411764705882353,2.0,-1.0,incipient > intensification > mature > decay,,,,,,
real,20170587,defaults,,,68,0.26015963876538406,0.6609058887066723,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,12,0.17647058823529413,12.0,0.5618368978337908,0.30122127121942954,28,0,0.0,0.0,-12.0,0,0.0,0.0,-12.0,0,0.0,0.0,-12.0,0,0.0,0.0,-12.0,3,0.04411764705882353,3.0,-9.0,incipient > intensification > mature > decay,,,,,,
real,20170756,author,,,65,0.05308126739281833,0.10978253066905203,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,3,0.046153846153846156,3.0,0.28240552683294584,0.22845931895079538,56,0,0.0,0.0,-3.0,1,0.015384615384615385,1.0,-2.0,2,0.03076923076923077,2.0,-1.0,2,0.03076923076923077,2.0,-1.0,4,0.06153846153846154,4.0,1.0,incipient > intensification > mature > decay,,,,,,
real,20170756,defaults,,,65,0.12804385211062014,0.5116931259460507,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,2,0.03076923076923077,2.0,0.1322238129849475,0.13180623935486113,47,0,0.0,0.0,-2.0,0,0.0,0.0,-2.0,21,0.3230769230769231,21.0,19.0,22,0.3384615384615385,22.0,20.0,25,0.38461538461538464,25.0,23.0,incipient > intensification > mature > decay,,,,,,
real,20170760,author,,,59,0.17208094799909057,0.00020243479426435094,i_catch_all_only,False,0,0,2,intensification > decay,True,False,-1,,,,0.5938263632681271,5,0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,1,0.01694915254237288,1.0,,1,0.01694915254237288,1.0,,intensification > decay,,,,,,
real,20170760,defaults,,,59,0.540543664094581,0.41061160753568254,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,7,0.11864406779661017,7.0,0.8014785961011814,0.6056870550519625,15,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,incipient > intensification > mature > decay,,,,,,
real,20170794,author,,,224,0.041452501457658816,0.032925321180998286,iii_caseB_startsIt,True,0,0,6,intensification > mature > decay > intensification > mature > decay,True,True,7,0.03125,7.0,0.5204724623185861,0.5543448763898566,32,1,0.004464285714285714,1.0,-6.0,2,0.008928571428571428,2.0,-5.0,2,0.008928571428571428,2.0,-5.0,3,0.013392857142857142,3.0,-4.0,4,0.017857142857142856,4.0,-3.0,incipient > intensification > mature > decay,,,,,,
real,20170794,defaults,,,224,0.8971556157226325,0.2499387162477531,iii_caseB_startsIt,True,0,0,6,intensification > mature > decay > intensification > mature > decay,True,True,8,0.03571428571428571,8.0,0.9499827866695228,0.9598928832751649,19,0,0.0,0.0,-8.0,0,0.0,0.0,-8.0,0,0.0,0.0,-8.0,0,0.0,0.0,-8.0,0,0.0,0.0,-8.0,incipient > intensification > mature > decay,,,,,,
real,20170899,author,,,52,0.12226865083613842,0.0796625795241121,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,3,0.057692307692307696,3.0,0.6381218295115427,0.44566901527796715,15,0,0.0,0.0,-3.0,0,0.0,0.0,-3.0,1,0.019230769230769232,1.0,-2.0,1,0.019230769230769232,1.0,-2.0,2,0.038461538461538464,2.0,-1.0,incipient > intensification > mature > decay,,,,,,
real,20170899,defaults,,,52,0.4500657340090069,0.18861708036205255,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,6,0.11538461538461539,6.0,0.723039780141172,0.5299316299151948,14,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,incipient > intensification > mature > decay,,,,,,
real,20171179,author,,,62,0.06378195266422883,0.037896516038775384,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,7,0.11290322580645161,7.0,0.5740230168606395,0.27536017951555763,16,0,0.0,0.0,-7.0,1,0.016129032258064516,1.0,-6.0,2,0.03225806451612903,2.0,-5.0,2,0.03225806451612903,2.0,-5.0,3,0.04838709677419355,3.0,-4.0,incipient > intensification > mature > decay,,,,,,
real,20171179,defaults,,,62,0.2742199425917015,0.10464820536226924,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,9,0.14516129032258066,9.0,0.6018082993040976,0.3441321617095931,22,0,0.0,0.0,-9.0,0,0.0,0.0,-9.0,0,0.0,0.0,-9.0,0,0.0,0.0,-9.0,2,0.03225806451612903,2.0,-7.0,incipient > intensification > mature > decay,,,,,,
real,20180129,author,,,60,0.09121364442530223,0.02169464246890931,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,6,0.1,6.0,0.814072760991023,0.41457498681752,13,0,0.0,0.0,-6.0,1,0.016666666666666666,1.0,-5.0,1,0.016666666666666666,1.0,-5.0,2,0.03333333333333333,2.0,-4.0,2,0.03333333333333333,2.0,-4.0,incipient > intensification > mature > decay,,,,,,
real,20180129,defaults,,,60,0.49736788752397537,0.12676213794105118,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,7,0.11666666666666667,7.0,0.7815630913722525,0.5888756222411948,15,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,0,0.0,0.0,-7.0,incipient > intensification > mature > decay,,,,,,
real,20180170,author,,,69,0.01066020990300677,0.1209991319733002,iv_caseC_startsD,True,0,0,4,decay > intensification > mature > decay,True,True,1,0.014492753623188406,1.0,0.019005319336100134,0.02513579892826027,61,5,0.07246376811594203,5.0,4.0,6,0.08695652173913043,6.0,5.0,7,0.10144927536231885,7.0,6.0,8,0.11594202898550725,8.0,7.0,25,0.36231884057971014,25.0,24.0,incipient > decay > intensification > mature,,,,,,
real,20180170,defaults,,,69,0.08841151553068938,0.673180668337126,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,11,0.15942028985507245,11.0,0.22452432319163512,0.10748089607656537,55,0,0.0,0.0,-11.0,2,0.028985507246376812,2.0,-9.0,7,0.10144927536231885,7.0,-4.0,10,0.14492753623188406,10.0,-1.0,15,0.21739130434782608,15.0,4.0,incipient > intensification > mature > decay,,,,,,
real,20180263,author,,,57,0.07414741070256847,0.07988920406871751,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,4,0.07017543859649122,4.0,0.5701335082201103,0.30402836433037905,9,0,0.0,0.0,-4.0,1,0.017543859649122806,1.0,-3.0,2,0.03508771929824561,2.0,-2.0,2,0.03508771929824561,2.0,-2.0,3,0.05263157894736842,3.0,-1.0,incipient > intensification > mature > decay > residual,,,,,,
real,20180263,defaults,,,57,0.5373856005549057,0.06788039114731802,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,6,0.10526315789473684,6.0,0.7792504905965334,0.6098169624678551,14,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,0,0.0,0.0,-6.0,incipient > intensification > mature > decay > residual,,,,,,
real,20180300,author,,,59,0.12941820745247962,0.034350690107630054,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,3,0.05084745762711865,3.0,0.6945380695955238,0.48430525831975135,6,0,0.0,0.0,-3.0,0,0.0,0.0,-3.0,1,0.01694915254237288,1.0,-2.0,1,0.01694915254237288,1.0,-2.0,2,0.03389830508474576,2.0,-1.0,incipient > intensification > mature > decay,,,,,,
real,20180300,defaults,,,59,0.7475754450099602,0.3381150818119066,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,4,0.06779661016949153,4.0,0.886473205254829,0.8161045240867747,9,0,0.0,0.0,-4.0,0,0.0,0.0,-4.0,0,0.0,0.0,-4.0,0,0.0,0.0,-4.0,0,0.0,0.0,-4.0,incipient > intensification > mature > decay,,,,,,
real,20180608,author,,,117,0.02648867948197291,0.1103698142268227,iv_caseC_startsD,True,0,0,4,decay > intensification > mature > decay,True,True,3,0.02564102564102564,3.0,0.13505446529794315,0.10179284450231675,54,1,0.008547008547008548,1.0,-2.0,3,0.02564102564102564,3.0,0.0,4,0.03418803418803419,4.0,1.0,15,0.1282051282051282,15.0,12.0,42,0.358974358974359,42.0,39.0,incipient > decay > intensification > mature,,,,,,
real,20180608,defaults,,,117,0.011610935979957278,0.28054140966775254,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,19,0.1623931623931624,19.0,0.2664838581030692,0.04042794642173848,46,7,0.05982905982905983,7.0,-12.0,12,0.10256410256410256,12.0,-7.0,14,0.11965811965811966,14.0,-5.0,17,0.1452991452991453,17.0,-2.0,21,0.1794871794871795,21.0,2.0,incipient > intensification > mature > decay,,,,,,
real,20180628,author,,,94,0.06848563560873805,0.05722325240178692,iii_caseB_startsIt,True,0,0,6,intensification > mature > decay > intensification > mature > decay,True,True,5,0.05319148936170213,5.0,0.61273119842718,0.47693331358813995,80,0,0.0,0.0,-5.0,1,0.010638297872340425,1.0,-4.0,2,0.02127659574468085,2.0,-3.0,2,0.02127659574468085,2.0,-3.0,3,0.031914893617021274,3.0,-2.0,incipient > intensification > mature > decay,,,,,,
real,20180628,defaults,,,94,0.63456703760355,0.4433134078178258,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,8,0.0851063829787234,8.0,0.8342588783571718,0.7312703492989098,18,0,0.0,0.0,-8.0,0,0.0,0.0,-8.0,0,0.0,0.0,-8.0,0,0.0,0.0,-8.0,0,0.0,0.0,-8.0,incipient > intensification > mature > decay,,,,,,
real,20180654,author,,,149,0.10149859059132649,0.013955294933102977,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,3,0.020134228187919462,3.0,0.5631637177009404,0.6376653940460596,97,0,0.0,0.0,-3.0,0,0.0,0.0,-3.0,1,0.006711409395973154,1.0,-2.0,1,0.006711409395973154,1.0,-2.0,2,0.013422818791946308,2.0,-1.0,incipient > intensification > mature > decay > residual,,,,,,
real,20180654,defaults,,,149,0.1091994036057217,0.038877166459388116,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,20,0.1342281879194631,20.0,0.34992437538704346,0.15512632999960846,104,0,0.0,0.0,-20.0,0,0.0,0.0,-20.0,7,0.04697986577181208,7.0,-13.0,12,0.08053691275167785,12.0,-8.0,18,0.12080536912751678,18.0,-2.0,incipient > intensification > mature > decay,,,,,,
real,20180733,author,,,257,0.11232786935760943,0.016617361294471986,iii_caseB_startsIt,True,0,0,6,intensification > mature > decay > intensification > mature > decay,True,True,3,0.011673151750972763,3.0,0.619070560097749,0.5590328854221458,7,0,0.0,0.0,-3.0,0,0.0,0.0,-3.0,1,0.0038910505836575876,1.0,-2.0,1,0.0038910505836575876,1.0,-2.0,2,0.007782101167315175,2.0,-1.0,incipient > intensification > mature > decay > residual,,,,,,
real,20180733,defaults,,,257,1.0,0.16433361582026726,iii_caseB_startsIt,False,0,0,6,intensification > mature > decay > intensification > mature > decay,True,False,-1,,,,0.9528015710273594,0,0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,0,0.0,0.0,,intensification > mature > decay,,,,,,
real,20180759,author,,,88,0.04922079985608228,0.1295893584268159,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,5,0.056818181818181816,5.0,0.43292333296629565,0.30430525604996156,23,1,0.011363636363636364,1.0,-4.0,2,0.022727272727272728,2.0,-3.0,2,0.022727272727272728,2.0,-3.0,3,0.03409090909090909,3.0,-2.0,4,0.045454545454545456,4.0,-1.0,incipient > intensification > mature > decay > residual,,,,,,
real,20180759,defaults,,,88,0.5068096579391825,0.16620877893098487,iii_caseB_startsIt,True,0,0,3,intensification > mature > decay,True,True,9,0.10227272727272728,9.0,0.7744795873641511,0.6023844857418484,20,0,0.0,0.0,-9.0,0,0.0,0.0,-9.0,0,0.0,0.0,-9.0,0,0.0,0.0,-9.0,0,0.0,0.0,-9.0,incipient > intensification > mature > decay,,,,,,
