parameter,base_config,kind,status,kwarg,n_values_swept,inert,n_tracks_changed,n_changed_observations,n_skipped_observations,n_unevaluable_tracks,changed_tracks,category
thr_dec_len,plateau_single_derivative,phase,SKIPPED_DEFERRED,threshold_decay_length,,,,,,,,
thr_dec_len,plateau_single_vorticity,phase,SKIPPED_DEFERRED,threshold_decay_length,,,,,,,,
thr_dec_len,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,threshold_decay_length,,,,,,,,
thr_dec_len,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,threshold_decay_length,,,,,,,,
thr_dec_len,extrema_prominence_on,phase,SKIPPED_DEFERRED,threshold_decay_length,,,,,,,,
thr_dec_len,extrema_distance_on,phase,SKIPPED_DEFERRED,threshold_decay_length,,,,,,,,
thr_dec_len,decay_tail_on,phase,SKIPPED_DEFERRED,threshold_decay_length,,,,,,,,
thr_int_gap,default,phase,TESTED_CURATED,threshold_intensification_gap,59,True,0,0,0,0,,DEPENDENTE_DOS_DADOS
thr_int_gap,nofilter,phase,TESTED_NEW,threshold_intensification_gap,59,True,0,0,0,0,,DEPENDENTE_DOS_DADOS
thr_int_gap,nosmoothing,phase,TESTED_NEW,threshold_intensification_gap,59,True,0,0,0,0,,DEPENDENTE_DOS_DADOS
thr_int_gap,manual_sm,phase,TESTED_NEW,threshold_intensification_gap,59,True,0,0,0,0,,DEPENDENTE_DOS_DADOS
thr_int_gap,manual_sm2,phase,TESTED_NEW,threshold_intensification_gap,59,True,0,0,0,0,,DEPENDENTE_DOS_DADOS
thr_int_gap,mature_derivative,phase,SKIPPED_DEFERRED,threshold_intensification_gap,,,,,,,,
thr_int_gap,mature_amplitude,phase,SKIPPED_DEFERRED,threshold_intensification_gap,,,,,,,,
thr_int_gap,plateau_single_derivative,phase,SKIPPED_DEFERRED,threshold_intensification_gap,,,,,,,,
thr_int_gap,plateau_single_vorticity,phase,SKIPPED_DEFERRED,threshold_intensification_gap,,,,,,,,
thr_int_gap,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,threshold_intensification_gap,,,,,,,,
thr_int_gap,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,threshold_intensification_gap,,,,,,,,
thr_int_gap,extrema_prominence_on,phase,SKIPPED_DEFERRED,threshold_intensification_gap,,,,,,,,
thr_int_gap,extrema_distance_on,phase,SKIPPED_DEFERRED,threshold_intensification_gap,,,,,,,,
thr_int_gap,decay_tail_on,phase,SKIPPED_DEFERRED,threshold_intensification_gap,,,,,,,,
thr_dec_gap,default,phase,TESTED_CURATED,threshold_decay_gap,59,False,3,60,0,0,20160735;20170794;20180733,
thr_dec_gap,nofilter,phase,TESTED_NEW,threshold_decay_gap,59,False,3,84,0,0,20150656;20170794;20190691,
thr_dec_gap,nosmoothing,phase,TESTED_NEW,threshold_decay_gap,59,False,11,358,0,0,20150561;20160735;20170409;20170794;20180654;20180733;20190325;20190691;20191014;20203947;20206498,
thr_dec_gap,manual_sm,phase,TESTED_NEW,threshold_decay_gap,59,False,9,310,0,0,20150561;20160735;20170409;20170794;20180733;20190325;20190691;20203947;20206498,
thr_dec_gap,manual_sm2,phase,TESTED_NEW,threshold_decay_gap,59,False,5,184,0,0,20160735;20170794;20180733;20190691;20203947,
thr_dec_gap,mature_derivative,phase,SKIPPED_DEFERRED,threshold_decay_gap,,,,,,,,
thr_dec_gap,mature_amplitude,phase,SKIPPED_DEFERRED,threshold_decay_gap,,,,,,,,
thr_dec_gap,plateau_single_derivative,phase,SKIPPED_DEFERRED,threshold_decay_gap,,,,,,,,
thr_dec_gap,plateau_single_vorticity,phase,SKIPPED_DEFERRED,threshold_decay_gap,,,,,,,,
thr_dec_gap,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,threshold_decay_gap,,,,,,,,
thr_dec_gap,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,threshold_decay_gap,,,,,,,,
thr_dec_gap,extrema_prominence_on,phase,SKIPPED_DEFERRED,threshold_decay_gap,,,,,,,,
thr_dec_gap,extrema_distance_on,phase,SKIPPED_DEFERRED,threshold_decay_gap,,,,,,,,
thr_dec_gap,decay_tail_on,phase,SKIPPED_DEFERRED,threshold_decay_gap,,,,,,,,
thr_mat_len,default,phase,TESTED_NEW,threshold_mature_length,30,False,50,446,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_len,nofilter,phase,TESTED_NEW,threshold_mature_length,30,False,51,489,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20181046;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_len,nosmoothing,phase,TESTED_NEW,threshold_mature_length,30,False,50,615,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_len,manual_sm,phase,TESTED_NEW,threshold_mature_length,30,False,50,592,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_len,manual_sm2,phase,TESTED_NEW,threshold_mature_length,30,False,50,524,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_len,mature_derivative,phase,TESTED_CURATED,threshold_mature_length,30,False,50,446,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_len,mature_amplitude,phase,TESTED_CURATED,threshold_mature_length,30,True,0,0,0,0,,POR_DESENHO
thr_mat_len,plateau_single_derivative,phase,SKIPPED_DEFERRED,threshold_mature_length,,,,,,,,
thr_mat_len,plateau_single_vorticity,phase,SKIPPED_DEFERRED,threshold_mature_length,,,,,,,,
thr_mat_len,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,threshold_mature_length,,,,,,,,
thr_mat_len,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,threshold_mature_length,,,,,,,,
thr_mat_len,extrema_prominence_on,phase,SKIPPED_DEFERRED,threshold_mature_length,,,,,,,,
thr_mat_len,extrema_distance_on,phase,SKIPPED_DEFERRED,threshold_mature_length,,,,,,,,
thr_mat_len,decay_tail_on,phase,SKIPPED_DEFERRED,threshold_mature_length,,,,,,,,
thr_mat_dist,default,phase,TESTED_NEW,threshold_mature_distance,51,False,50,2442,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_dist,nofilter,phase,TESTED_NEW,threshold_mature_distance,51,False,51,2486,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20181046;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_dist,nosmoothing,phase,TESTED_NEW,threshold_mature_distance,51,False,50,2414,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_dist,manual_sm,phase,TESTED_NEW,threshold_mature_distance,51,False,50,2411,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_dist,manual_sm2,phase,TESTED_NEW,threshold_mature_distance,51,False,50,2424,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_dist,mature_derivative,phase,TESTED_CURATED,threshold_mature_distance,51,False,50,2442,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_mat_dist,mature_amplitude,phase,TESTED_CURATED,threshold_mature_distance,51,True,0,0,0,0,,POR_DESENHO
thr_mat_dist,plateau_single_derivative,phase,SKIPPED_DEFERRED,threshold_mature_distance,,,,,,,,
thr_mat_dist,plateau_single_vorticity,phase,SKIPPED_DEFERRED,threshold_mature_distance,,,,,,,,
thr_mat_dist,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,threshold_mature_distance,,,,,,,,
thr_mat_dist,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,threshold_mature_distance,,,,,,,,
thr_mat_dist,extrema_prominence_on,phase,SKIPPED_DEFERRED,threshold_mature_distance,,,,,,,,
thr_mat_dist,extrema_distance_on,phase,SKIPPED_DEFERRED,threshold_mature_distance,,,,,,,,
thr_mat_dist,decay_tail_on,phase,SKIPPED_DEFERRED,threshold_mature_distance,,,,,,,,
thr_inc_len,default,phase,TESTED_CURATED,threshold_incipient_length,51,False,49,2323,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_inc_len,nofilter,phase,TESTED_NEW,threshold_incipient_length,51,False,50,2318,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20181046;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_inc_len,nosmoothing,phase,TESTED_NEW,threshold_incipient_length,51,False,50,2343,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_inc_len,manual_sm,phase,TESTED_NEW,threshold_incipient_length,51,False,50,2341,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_inc_len,manual_sm2,phase,TESTED_NEW,threshold_incipient_length,51,False,50,2388,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
thr_inc_len,mature_derivative,phase,SKIPPED_DEFERRED,threshold_incipient_length,,,,,,,,
thr_inc_len,mature_amplitude,phase,SKIPPED_DEFERRED,threshold_incipient_length,,,,,,,,
thr_inc_len,plateau_single_derivative,phase,TESTED_CURATED,threshold_incipient_length,51,True,0,0,0,0,,POR_DESENHO
thr_inc_len,plateau_single_vorticity,phase,SKIPPED_DEFERRED,threshold_incipient_length,,,,,,,,
thr_inc_len,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,threshold_incipient_length,,,,,,,,
thr_inc_len,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,threshold_incipient_length,,,,,,,,
thr_inc_len,extrema_prominence_on,phase,SKIPPED_DEFERRED,threshold_incipient_length,,,,,,,,
thr_inc_len,extrema_distance_on,phase,SKIPPED_DEFERRED,threshold_incipient_length,,,,,,,,
thr_inc_len,decay_tail_on,phase,SKIPPED_DEFERRED,threshold_incipient_length,,,,,,,,
mature_amplitude_fraction,default,phase,TESTED_NEW,mature_amplitude_fraction,96,True,0,0,0,0,,POR_DESENHO
mature_amplitude_fraction,nofilter,phase,TESTED_NEW,mature_amplitude_fraction,96,True,0,0,0,0,,POR_DESENHO
mature_amplitude_fraction,nosmoothing,phase,TESTED_NEW,mature_amplitude_fraction,96,True,0,0,0,0,,POR_DESENHO
mature_amplitude_fraction,manual_sm,phase,TESTED_NEW,mature_amplitude_fraction,96,True,0,0,0,0,,POR_DESENHO
mature_amplitude_fraction,manual_sm2,phase,TESTED_NEW,mature_amplitude_fraction,96,True,0,0,0,0,,POR_DESENHO
mature_amplitude_fraction,mature_derivative,phase,TESTED_CURATED,mature_amplitude_fraction,96,True,0,0,0,0,,POR_DESENHO
mature_amplitude_fraction,mature_amplitude,phase,TESTED_CURATED,mature_amplitude_fraction,96,False,50,4737,1,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
mature_amplitude_fraction,plateau_single_derivative,phase,SKIPPED_DEFERRED,mature_amplitude_fraction,,,,,,,,
mature_amplitude_fraction,plateau_single_vorticity,phase,SKIPPED_DEFERRED,mature_amplitude_fraction,,,,,,,,
mature_amplitude_fraction,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,mature_amplitude_fraction,,,,,,,,
mature_amplitude_fraction,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,mature_amplitude_fraction,,,,,,,,
mature_amplitude_fraction,extrema_prominence_on,phase,SKIPPED_DEFERRED,mature_amplitude_fraction,,,,,,,,
mature_amplitude_fraction,extrema_distance_on,phase,SKIPPED_DEFERRED,mature_amplitude_fraction,,,,,,,,
mature_amplitude_fraction,decay_tail_on,phase,SKIPPED_DEFERRED,mature_amplitude_fraction,,,,,,,,
length_scale,default,phase,TESTED_CURATED,length_scale,2,False,1,1,0,0,20160735,
length_scale,nofilter,phase,TESTED_NEW,length_scale,2,False,2,2,0,0,20160735;20180733,
length_scale,nosmoothing,phase,TESTED_NEW,length_scale,2,False,5,5,0,0,20160735;20170409;20180628;20180654;20203947,
length_scale,manual_sm,phase,TESTED_NEW,length_scale,2,False,6,6,0,0,20160735;20170409;20180628;20180654;20191014;20203947,
length_scale,manual_sm2,phase,TESTED_NEW,length_scale,2,False,5,5,0,0,20150656;20160735;20190639;20191014;20203947,
length_scale,mature_derivative,phase,SKIPPED_DEFERRED,length_scale,,,,,,,,
length_scale,mature_amplitude,phase,SKIPPED_DEFERRED,length_scale,,,,,,,,
length_scale,plateau_single_derivative,phase,SKIPPED_DEFERRED,length_scale,,,,,,,,
length_scale,plateau_single_vorticity,phase,SKIPPED_DEFERRED,length_scale,,,,,,,,
length_scale,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,length_scale,,,,,,,,
length_scale,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,length_scale,,,,,,,,
length_scale,extrema_prominence_on,phase,SKIPPED_DEFERRED,length_scale,,,,,,,,
length_scale,extrema_distance_on,phase,SKIPPED_DEFERRED,length_scale,,,,,,,,
length_scale,decay_tail_on,phase,SKIPPED_DEFERRED,length_scale,,,,,,,,
mature_method,default,phase,TESTED_CURATED,mature_method,2,False,50,50,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
mature_method,nofilter,phase,TESTED_NEW,mature_method,2,False,51,51,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20181046;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
mature_method,nosmoothing,phase,TESTED_NEW,mature_method,2,False,50,50,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
mature_method,manual_sm,phase,TESTED_NEW,mature_method,2,False,50,50,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
mature_method,manual_sm2,phase,TESTED_NEW,mature_method,2,False,50,50,0,0,20150069;20150377;20150436;20150528;20150532;20150561;20150646;20150656;20150746;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170760;20170794;20170899;20171179;20180129;20180170;20180263;20180300;20180608;20180628;20180654;20180733;20180759;20190325;20190397;20190639;20190691;20190870;20190879;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
mature_method,mature_derivative,phase,SKIPPED_DEFERRED,mature_method,,,,,,,,
mature_method,mature_amplitude,phase,SKIPPED_DEFERRED,mature_method,,,,,,,,
mature_method,plateau_single_derivative,phase,SKIPPED_DEFERRED,mature_method,,,,,,,,
mature_method,plateau_single_vorticity,phase,SKIPPED_DEFERRED,mature_method,,,,,,,,
mature_method,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,mature_method,,,,,,,,
mature_method,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,mature_method,,,,,,,,
mature_method,extrema_prominence_on,phase,SKIPPED_DEFERRED,mature_method,,,,,,,,
mature_method,extrema_distance_on,phase,SKIPPED_DEFERRED,mature_method,,,,,,,,
mature_method,decay_tail_on,phase,SKIPPED_DEFERRED,mature_method,,,,,,,,
incipient_plateau_tau,default,phase,TESTED_CURATED,incipient_plateau_tau,60,True,0,0,0,0,,POR_DESENHO
incipient_plateau_tau,nofilter,phase,TESTED_NEW,incipient_plateau_tau,60,True,0,0,0,0,,POR_DESENHO
incipient_plateau_tau,nosmoothing,phase,TESTED_NEW,incipient_plateau_tau,60,True,0,0,0,0,,POR_DESENHO
incipient_plateau_tau,manual_sm,phase,TESTED_NEW,incipient_plateau_tau,60,True,0,0,0,0,,POR_DESENHO
incipient_plateau_tau,manual_sm2,phase,TESTED_NEW,incipient_plateau_tau,60,True,0,0,0,0,,POR_DESENHO
incipient_plateau_tau,mature_derivative,phase,SKIPPED_DEFERRED,incipient_plateau_tau,,,,,,,,
incipient_plateau_tau,mature_amplitude,phase,SKIPPED_DEFERRED,incipient_plateau_tau,,,,,,,,
incipient_plateau_tau,plateau_single_derivative,phase,TESTED_CURATED,incipient_plateau_tau,60,False,33,850,0,0,20150069;20150377;20150436;20150528;20150646;20160587;20160735;20170225;20170409;20170520;20170587;20170756;20170760;20170899;20171179;20180129;20180170;20180263;20180608;20180654;20180759;20181046;20190397;20190639;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20207822,
incipient_plateau_tau,plateau_single_vorticity,phase,SKIPPED_DEFERRED,incipient_plateau_tau,,,,,,,,
incipient_plateau_tau,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,incipient_plateau_tau,,,,,,,,
incipient_plateau_tau,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,incipient_plateau_tau,,,,,,,,
incipient_plateau_tau,extrema_prominence_on,phase,SKIPPED_DEFERRED,incipient_plateau_tau,,,,,,,,
incipient_plateau_tau,extrema_distance_on,phase,SKIPPED_DEFERRED,incipient_plateau_tau,,,,,,,,
incipient_plateau_tau,decay_tail_on,phase,SKIPPED_DEFERRED,incipient_plateau_tau,,,,,,,,
incipient_plateau_signal,default,phase,TESTED_CURATED,incipient_plateau_signal,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_signal,nofilter,phase,TESTED_NEW,incipient_plateau_signal,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_signal,nosmoothing,phase,TESTED_NEW,incipient_plateau_signal,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_signal,manual_sm,phase,TESTED_NEW,incipient_plateau_signal,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_signal,manual_sm2,phase,TESTED_NEW,incipient_plateau_signal,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_signal,mature_derivative,phase,SKIPPED_DEFERRED,incipient_plateau_signal,,,,,,,,
incipient_plateau_signal,mature_amplitude,phase,SKIPPED_DEFERRED,incipient_plateau_signal,,,,,,,,
incipient_plateau_signal,plateau_single_derivative,phase,TESTED_CURATED,incipient_plateau_signal,2,False,13,13,0,0,20150377;20150436;20150561;20150646;20170756;20180170;20180608;20180654;20180759;20190397;20190639;20204655;20205386,
incipient_plateau_signal,plateau_single_vorticity,phase,SKIPPED_DEFERRED,incipient_plateau_signal,,,,,,,,
incipient_plateau_signal,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,incipient_plateau_signal,,,,,,,,
incipient_plateau_signal,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,incipient_plateau_signal,,,,,,,,
incipient_plateau_signal,extrema_prominence_on,phase,SKIPPED_DEFERRED,incipient_plateau_signal,,,,,,,,
incipient_plateau_signal,extrema_distance_on,phase,SKIPPED_DEFERRED,incipient_plateau_signal,,,,,,,,
incipient_plateau_signal,decay_tail_on,phase,SKIPPED_DEFERRED,incipient_plateau_signal,,,,,,,,
incipient_plateau_crossing,default,phase,TESTED_CURATED,incipient_plateau_crossing,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_crossing,nofilter,phase,TESTED_NEW,incipient_plateau_crossing,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_crossing,nosmoothing,phase,TESTED_NEW,incipient_plateau_crossing,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_crossing,manual_sm,phase,TESTED_NEW,incipient_plateau_crossing,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_crossing,manual_sm2,phase,TESTED_NEW,incipient_plateau_crossing,2,True,0,0,0,0,,POR_DESENHO
incipient_plateau_crossing,mature_derivative,phase,SKIPPED_DEFERRED,incipient_plateau_crossing,,,,,,,,
incipient_plateau_crossing,mature_amplitude,phase,SKIPPED_DEFERRED,incipient_plateau_crossing,,,,,,,,
incipient_plateau_crossing,plateau_single_derivative,phase,TESTED_CURATED,incipient_plateau_crossing,2,True,0,0,0,0,,DEPENDENTE_DOS_DADOS
incipient_plateau_crossing,plateau_single_vorticity,phase,SKIPPED_DEFERRED,incipient_plateau_crossing,,,,,,,,
incipient_plateau_crossing,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,incipient_plateau_crossing,,,,,,,,
incipient_plateau_crossing,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,incipient_plateau_crossing,,,,,,,,
incipient_plateau_crossing,extrema_prominence_on,phase,SKIPPED_DEFERRED,incipient_plateau_crossing,,,,,,,,
incipient_plateau_crossing,extrema_distance_on,phase,SKIPPED_DEFERRED,incipient_plateau_crossing,,,,,,,,
incipient_plateau_crossing,decay_tail_on,phase,SKIPPED_DEFERRED,incipient_plateau_crossing,,,,,,,,
incipient_plateau_k,default,phase,TESTED_CURATED,incipient_plateau_k,25,True,0,0,0,0,,POR_DESENHO
incipient_plateau_k,nofilter,phase,TESTED_NEW,incipient_plateau_k,25,True,0,0,0,0,,POR_DESENHO
incipient_plateau_k,nosmoothing,phase,TESTED_NEW,incipient_plateau_k,25,True,0,0,0,0,,POR_DESENHO
incipient_plateau_k,manual_sm,phase,TESTED_NEW,incipient_plateau_k,25,True,0,0,0,0,,POR_DESENHO
