parameter,base_config,kind,status,kwarg,n_values_swept,inert,n_tracks_changed,n_changed_observations,n_skipped_observations,n_unevaluable_tracks,changed_tracks,category
incipient_plateau_k,manual_sm2,phase,TESTED_NEW,incipient_plateau_k,25,True,0,0,0,0,,POR_DESENHO
incipient_plateau_k,mature_derivative,phase,SKIPPED_DEFERRED,incipient_plateau_k,,,,,,,,
incipient_plateau_k,mature_amplitude,phase,SKIPPED_DEFERRED,incipient_plateau_k,,,,,,,,
incipient_plateau_k,plateau_single_derivative,phase,TESTED_CURATED,incipient_plateau_k,25,True,0,0,0,0,,POR_DESENHO
incipient_plateau_k,plateau_single_vorticity,phase,TESTED_CURATED,incipient_plateau_k,25,True,0,0,0,0,,POR_DESENHO
incipient_plateau_k,plateau_sustained_derivative,phase,TESTED_CURATED,incipient_plateau_k,25,False,1,3,0,0,20180300,
incipient_plateau_k,plateau_sustained_vorticity,phase,TESTED_CURATED,incipient_plateau_k,25,False,42,599,0,0,20150377;20150436;20150528;20150561;20150646;20150656;20160030;20160587;20160735;20170154;20170225;20170342;20170409;20170520;20170587;20170756;20170794;20170899;20171179;20180170;20180263;20180608;20180654;20180759;20181046;20190325;20190397;20190639;20190691;20190870;20191014;20191104;20191155;20201245;20202023;20203373;20203389;20203947;20204655;20205386;20206498;20207822,
incipient_plateau_k,extrema_prominence_on,phase,SKIPPED_DEFERRED,incipient_plateau_k,,,,,,,,
incipient_plateau_k,extrema_distance_on,phase,SKIPPED_DEFERRED,incipient_plateau_k,,,,,,,,
incipient_plateau_k,decay_tail_on,phase,SKIPPED_DEFERRED,incipient_plateau_k,,,,,,,,
incipient_smooth_window,default,phase,TESTED_CURATED,incipient_smooth_window,22,True,0,0,0,0,,POR_DESENHO
incipient_smooth_window,nofilter,phase,TESTED_NEW,incipient_smooth_window,22,True,0,0,0,0,,POR_DESENHO
incipient_smooth_window,nosmoothing,phase,TESTED_NEW,incipient_smooth_window,22,True,0,0,0,0,,POR_DESENHO
incipient_smooth_window,manual_sm,phase,TESTED_NEW,incipient_smooth_window,22,True,0,0,0,0,,POR_DESENHO
incipient_smooth_window,manual_sm2,phase,TESTED_NEW,incipient_smooth_window,22,True,0,0,0,0,,POR_DESENHO
incipient_smooth_window,mature_derivative,phase,SKIPPED_DEFERRED,incipient_smooth_window,,,,,,,,
incipient_smooth_window,mature_amplitude,phase,SKIPPED_DEFERRED,incipient_smooth_window,,,,,,,,
incipient_smooth_window,plateau_single_derivative,phase,TESTED_CURATED,incipient_smooth_window,22,True,0,0,0,0,,POR_DESENHO
incipient_smooth_window,plateau_single_vorticity,phase,TESTED_CURATED,incipient_smooth_window,22,False,22,240,0,0,20150377;20150436;20150561;20150646;20150656;20160587;20170154;20170409;20170756;20171179;20180170;20180608;20180759;20190325;20190397;20190870;20191014;20191155;20203373;20204655;20205386;20206498,
incipient_smooth_window,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,incipient_smooth_window,,,,,,,,
incipient_smooth_window,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,incipient_smooth_window,,,,,,,,
incipient_smooth_window,extrema_prominence_on,phase,SKIPPED_DEFERRED,incipient_smooth_window,,,,,,,,
incipient_smooth_window,extrema_distance_on,phase,SKIPPED_DEFERRED,incipient_smooth_window,,,,,,,,
incipient_smooth_window,decay_tail_on,phase,SKIPPED_DEFERRED,incipient_smooth_window,,,,,,,,
incipient_smooth_polyorder,default,phase,TESTED_CURATED,incipient_smooth_polyorder,7,True,0,0,0,0,,POR_DESENHO
incipient_smooth_polyorder,nofilter,phase,TESTED_NEW,incipient_smooth_polyorder,7,True,0,0,0,0,,POR_DESENHO
incipient_smooth_polyorder,nosmoothing,phase,TESTED_NEW,incipient_smooth_polyorder,7,True,0,0,0,0,,POR_DESENHO
incipient_smooth_polyorder,manual_sm,phase,TESTED_NEW,incipient_smooth_polyorder,7,True,0,0,0,0,,POR_DESENHO
incipient_smooth_polyorder,manual_sm2,phase,TESTED_NEW,incipient_smooth_polyorder,7,True,0,0,0,0,,POR_DESENHO
incipient_smooth_polyorder,mature_derivative,phase,SKIPPED_DEFERRED,incipient_smooth_polyorder,,,,,,,,
incipient_smooth_polyorder,mature_amplitude,phase,SKIPPED_DEFERRED,incipient_smooth_polyorder,,,,,,,,
incipient_smooth_polyorder,plateau_single_derivative,phase,TESTED_CURATED,incipient_smooth_polyorder,7,True,0,0,0,0,,POR_DESENHO
incipient_smooth_polyorder,plateau_single_vorticity,phase,TESTED_CURATED,incipient_smooth_polyorder,7,True,0,0,0,0,,POR_DESENHO
incipient_smooth_polyorder,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,incipient_smooth_polyorder,,,,,,,,
incipient_smooth_polyorder,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,incipient_smooth_polyorder,,,,,,,,
incipient_smooth_polyorder,extrema_prominence_on,phase,SKIPPED_DEFERRED,incipient_smooth_polyorder,,,,,,,,
incipient_smooth_polyorder,extrema_distance_on,phase,SKIPPED_DEFERRED,incipient_smooth_polyorder,,,,,,,,
incipient_smooth_polyorder,decay_tail_on,phase,SKIPPED_DEFERRED,incipient_smooth_polyorder,,,,,,,,
extrema_prominence_relative,default,phase,TESTED_NEW,prominence_relative,51,False,4,145,0,0,20160735;20170794;20180733;20206498,
extrema_prominence_relative,nofilter,phase,TESTED_NEW,prominence_relative,51,False,4,173,0,0,20150656;20170794;20190691;20206498,
extrema_prominence_relative,nosmoothing,phase,TESTED_NEW,prominence_relative,51,False,14,467,0,0,20150561;20150646;20150656;20160735;20170794;20180628;20180654;20180733;20190325;20190691;20191014;20203947;20206498;20207822,
extrema_prominence_relative,manual_sm,phase,TESTED_NEW,prominence_relative,51,False,12,415,0,0,20150561;20150646;20150656;20160735;20170794;20180628;20180733;20190325;20190691;20191014;20203947;20206498,
extrema_prominence_relative,manual_sm2,phase,TESTED_NEW,prominence_relative,51,False,8,258,0,0,20150646;20160735;20170794;20180733;20190691;20191014;20203947;20206498,
extrema_prominence_relative,mature_derivative,phase,SKIPPED_DEFERRED,prominence_relative,,,,,,,,
extrema_prominence_relative,mature_amplitude,phase,SKIPPED_DEFERRED,prominence_relative,,,,,,,,
extrema_prominence_relative,plateau_single_derivative,phase,SKIPPED_DEFERRED,prominence_relative,,,,,,,,
extrema_prominence_relative,plateau_single_vorticity,phase,SKIPPED_DEFERRED,prominence_relative,,,,,,,,
extrema_prominence_relative,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,prominence_relative,,,,,,,,
extrema_prominence_relative,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,prominence_relative,,,,,,,,
extrema_prominence_relative,extrema_prominence_on,phase,TESTED_CURATED,prominence_relative,51,False,4,145,0,0,20160735;20170794;20180733;20206498,
extrema_prominence_relative,extrema_distance_on,phase,SKIPPED_DEFERRED,prominence_relative,,,,,,,,
extrema_prominence_relative,decay_tail_on,phase,SKIPPED_DEFERRED,prominence_relative,,,,,,,,
extrema_distance,default,phase,TESTED_NEW,distance,29,False,2,21,0,0,20160735;20180263,
extrema_distance,nofilter,phase,TESTED_NEW,distance,29,False,1,4,0,0,20180263,
extrema_distance,nosmoothing,phase,TESTED_NEW,distance,29,False,2,11,0,0,20180263;20180628,
extrema_distance,manual_sm,phase,TESTED_NEW,distance,29,False,2,11,0,0,20180263;20180628,
extrema_distance,manual_sm2,phase,TESTED_NEW,distance,29,False,1,5,0,0,20180263,
extrema_distance,mature_derivative,phase,SKIPPED_DEFERRED,distance,,,,,,,,
extrema_distance,mature_amplitude,phase,SKIPPED_DEFERRED,distance,,,,,,,,
extrema_distance,plateau_single_derivative,phase,SKIPPED_DEFERRED,distance,,,,,,,,
extrema_distance,plateau_single_vorticity,phase,SKIPPED_DEFERRED,distance,,,,,,,,
extrema_distance,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,distance,,,,,,,,
extrema_distance,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,distance,,,,,,,,
extrema_distance,extrema_prominence_on,phase,SKIPPED_DEFERRED,distance,,,,,,,,
extrema_distance,extrema_distance_on,phase,TESTED_CURATED,distance,29,False,2,21,0,0,20160735;20180263,
extrema_distance,decay_tail_on,phase,SKIPPED_DEFERRED,distance,,,,,,,,
decay_tail_amplitude_fraction,default,phase,TESTED_NEW,decay_tail_amplitude_fraction,50,True,0,0,0,0,,POR_DESENHO
decay_tail_amplitude_fraction,nofilter,phase,TESTED_NEW,decay_tail_amplitude_fraction,50,True,0,0,0,0,,POR_DESENHO
decay_tail_amplitude_fraction,nosmoothing,phase,TESTED_NEW,decay_tail_amplitude_fraction,50,True,0,0,0,0,,POR_DESENHO
decay_tail_amplitude_fraction,manual_sm,phase,TESTED_NEW,decay_tail_amplitude_fraction,50,True,0,0,0,0,,POR_DESENHO
decay_tail_amplitude_fraction,manual_sm2,phase,TESTED_NEW,decay_tail_amplitude_fraction,50,True,0,0,0,0,,POR_DESENHO
decay_tail_amplitude_fraction,mature_derivative,phase,SKIPPED_DEFERRED,decay_tail_amplitude_fraction,,,,,,,,
decay_tail_amplitude_fraction,mature_amplitude,phase,SKIPPED_DEFERRED,decay_tail_amplitude_fraction,,,,,,,,
decay_tail_amplitude_fraction,plateau_single_derivative,phase,SKIPPED_DEFERRED,decay_tail_amplitude_fraction,,,,,,,,
decay_tail_amplitude_fraction,plateau_single_vorticity,phase,SKIPPED_DEFERRED,decay_tail_amplitude_fraction,,,,,,,,
decay_tail_amplitude_fraction,plateau_sustained_derivative,phase,SKIPPED_DEFERRED,decay_tail_amplitude_fraction,,,,,,,,
decay_tail_amplitude_fraction,plateau_sustained_vorticity,phase,SKIPPED_DEFERRED,decay_tail_amplitude_fraction,,,,,,,,
decay_tail_amplitude_fraction,extrema_prominence_on,phase,SKIPPED_DEFERRED,decay_tail_amplitude_fraction,,,,,,,,
decay_tail_amplitude_fraction,extrema_distance_on,phase,SKIPPED_DEFERRED,decay_tail_amplitude_fraction,,,,,,,,
decay_tail_amplitude_fraction,decay_tail_on,phase,TESTED_CURATED,decay_tail_amplitude_fraction,50,True,0,0,0,0,,POR_DESENHO
